type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.gate,arrival.delay,arrival.baggage,departure.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,error
departure,active,dad,vvdn,1,46.0,2024-09-16t02:55:00.000,2024-09-16t02:55:00.000,2024-09-16t03:40:00.000,2024-09-16t03:40:00.000,2024-09-16t03:40:00.000,pus,rkpk,i,2024-09-16t09:00:00.000,2024-09-16t09:38:00.000,flexflight,w2,fxt,4988,w24988,fxt4988,vietjet air,vj,vjc,988,vj988,vjc988,2,38.0,2,,,,,
departure,active,dad,vvdn,1,46.0,2024-09-16t02:55:00.000,2024-09-16t02:55:00.000,2024-09-16t03:40:00.000,2024-09-16t03:40:00.000,2024-09-16t03:40:00.000,pus,rkpk,i,2024-09-16t09:00:00.000,2024-09-16t09:38:00.000,vietjet air,vj,vjc,988,vj988,vjc988,,,,,,,2,38.0,2,,,,,
departure,active,dad,vvdn,1,8.0,2024-09-16t06:05:00.000,2024-09-16t05:56:00.000,2024-09-16t06:13:00.000,2024-09-16t06:13:00.000,2024-09-16t06:13:00.000,sgn,vvts,1,2024-09-16t07:45:00.000,2024-09-16t07:12:00.000,cambodia angkor air,k6,khv,3105,k63105,khv3105,vietnam airlines,vn,hvn,105,vn105,hvn105,,,,,,,,
departure,active,dad,vvdn,1,8.0,2024-09-16t06:05:00.000,2024-09-16t05:56:00.000,2024-09-16t06:13:00.000,2024-09-16t06:13:00.000,2024-09-16t06:13:00.000,sgn,vvts,1,2024-09-16t07:45:00.000,2024-09-16t07:12:00.000,china airlines,ci,cal,8965,ci8965,cal8965,vietnam airlines,vn,hvn,105,vn105,hvn105,,,,,,,,
departure,active,dad,vvdn,1,8.0,2024-09-16t06:05:00.000,2024-09-16t05:56:00.000,2024-09-16t06:13:00.000,2024-09-16t06:13:00.000,2024-09-16t06:13:00.000,sgn,vvts,1,2024-09-16t07:45:00.000,2024-09-16t07:12:00.000,vietnam airlines,vn,hvn,105,vn105,hvn105,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,6.0,2024-09-16t06:05:00.000,2024-09-16t05:57:00.000,2024-09-16t06:11:00.000,2024-09-16t06:11:00.000,2024-09-16t06:11:00.000,han,vvnb,t1,2024-09-16t07:30:00.000,2024-09-16t07:16:00.000,china airlines,ci,cal,8896,ci8896,cal8896,vietnam airlines,vn,hvn,156,vn156,hvn156,,,,,,,,
departure,active,dad,vvdn,1,6.0,2024-09-16t06:05:00.000,2024-09-16t05:57:00.000,2024-09-16t06:11:00.000,2024-09-16t06:11:00.000,2024-09-16t06:11:00.000,han,vvnb,t1,2024-09-16t07:30:00.000,2024-09-16t07:16:00.000,vietnam airlines,vn,hvn,156,vn156,hvn156,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,,2024-09-16t07:30:00.000,,2024-09-16t07:30:00.000,2024-09-16t07:30:00.000,2024-09-16t07:30:00.000,sgn,vvts,1,2024-09-16t09:00:00.000,2024-09-16t08:31:00.000,bamboo airways,qh,bav,151,qh151,bav151,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,15.0,2024-09-16t08:00:00.000,,2024-09-16t08:15:00.000,2024-09-16t08:15:00.000,2024-09-16t08:15:00.000,han,vvnb,t1,2024-09-16t09:25:00.000,2024-09-16t09:18:00.000,bamboo airways,qh,bav,102,qh102,bav102,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,10.0,2024-09-16t08:10:00.000,2024-09-16t08:10:00.000,2024-09-16t08:19:00.000,2024-09-16t08:19:00.000,2024-09-16t08:19:00.000,han,vvnb,t1,2024-09-16t09:35:00.000,2024-09-16t09:16:00.000,cambodia angkor air,k6,khv,3158,k63158,khv3158,vietnam airlines,vn,hvn,158,vn158,hvn158,,,,,,,,
departure,active,dad,vvdn,1,10.0,2024-09-16t08:10:00.000,2024-09-16t08:10:00.000,2024-09-16t08:19:00.000,2024-09-16t08:19:00.000,2024-09-16t08:19:00.000,han,vvnb,t1,2024-09-16t09:35:00.000,2024-09-16t09:16:00.000,vietnam airlines,vn,hvn,158,vn158,hvn158,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,49.0,2024-09-16t08:15:00.000,2024-09-16t08:15:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,han,vvnb,t1,2024-09-16t09:30:00.000,2024-09-16t10:03:00.000,,a1,a1,2506,a12506,a12506,vietjet air,vj,vjc,506,vj506,vjc506,,33.0,,,,,,
departure,active,dad,vvdn,1,49.0,2024-09-16t08:15:00.000,2024-09-16t08:15:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,han,vvnb,t1,2024-09-16t09:30:00.000,2024-09-16t10:03:00.000,flexflight,w2,fxt,4506,w24506,fxt4506,vietjet air,vj,vjc,506,vj506,vjc506,,33.0,,,,,,
departure,active,dad,vvdn,1,49.0,2024-09-16t08:15:00.000,2024-09-16t08:15:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,han,vvnb,t1,2024-09-16t09:30:00.000,2024-09-16t10:03:00.000,,h1,h1,4344,h14344,h14344,vietjet air,vj,vjc,506,vj506,vjc506,,33.0,,,,,,
departure,active,dad,vvdn,1,49.0,2024-09-16t08:15:00.000,2024-09-16t08:15:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,2024-09-16t09:03:00.000,han,vvnb,t1,2024-09-16t09:30:00.000,2024-09-16t10:03:00.000,vietjet air,vj,vjc,506,vj506,vjc506,,,,,,,,33.0,,,,,,
departure,active,dad,vvdn,1,4.0,2024-09-16t08:20:00.000,2024-09-16t08:13:00.000,2024-09-16t08:24:00.000,2024-09-16t08:24:00.000,2024-09-16t08:24:00.000,sgn,vvts,1,2024-09-16t10:05:00.000,2024-09-16t09:29:00.000,cambodia angkor air,k6,khv,3107,k63107,khv3107,vietnam airlines,vn,hvn,107,vn107,hvn107,,,,,,,,
departure,active,dad,vvdn,1,4.0,2024-09-16t08:20:00.000,2024-09-16t08:13:00.000,2024-09-16t08:24:00.000,2024-09-16t08:24:00.000,2024-09-16t08:24:00.000,sgn,vvts,1,2024-09-16t10:05:00.000,2024-09-16t09:29:00.000,vietnam airlines,vn,hvn,107,vn107,hvn107,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-09-16t08:35:00.000,,,,,han,vvnb,1,2024-09-16t09:55:00.000,,vietravel airlines,vu,vag,628,vu628,vag628,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,6.0,2024-09-16t08:55:00.000,2024-09-16t08:55:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,hph,vvci,,2024-09-16t10:15:00.000,2024-09-16t09:54:00.000,,h1,h1,4172,h14172,h14172,vietjet air,vj,vjc,726,vj726,vjc726,,,,,,,,
departure,active,dad,vvdn,1,6.0,2024-09-16t08:55:00.000,2024-09-16t08:55:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,hph,vvci,,2024-09-16t10:15:00.000,2024-09-16t09:54:00.000,,a1,a1,2726,a12726,a12726,vietjet air,vj,vjc,726,vj726,vjc726,,,,,,,,
departure,active,dad,vvdn,1,6.0,2024-09-16t08:55:00.000,2024-09-16t08:55:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,hph,vvci,,2024-09-16t10:15:00.000,2024-09-16t09:54:00.000,flexflight,w2,fxt,4726,w24726,fxt4726,vietjet air,vj,vjc,726,vj726,vjc726,,,,,,,,
departure,active,dad,vvdn,1,6.0,2024-09-16t08:55:00.000,2024-09-16t08:55:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,2024-09-16t09:01:00.000,hph,vvci,,2024-09-16t10:15:00.000,2024-09-16t09:54:00.000,vietjet air,vj,vjc,726,vj726,vjc726,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-09-16t08:55:00.000,,,,,sgn,vvts,1,2024-09-16t10:15:00.000,,,h1,h1,5149,h15149,h15149,vietjet air,vj,vjc,1623,vj1623,vjc1623,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-09-16t08:55:00.000,,,,,sgn,vvts,1,2024-09-16t10:15:00.000,,flexflight,w2,fxt,3623,w23623,fxt3623,vietjet air,vj,vjc,1623,vj1623,vjc1623,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-09-16t08:55:00.000,,,,,sgn,vvts,1,2024-09-16t10:15:00.000,,,a1,a1,4623,a14623,a14623,vietjet air,vj,vjc,1623,vj1623,vjc1623,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-09-16t08:55:00.000,,,,,sgn,vvts,1,2024-09-16t10:15:00.000,,vietjet air,vj,vjc,1623,vj1623,vjc1623,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,14.0,2024-09-16t09:10:00.000,2024-09-16t09:10:00.000,2024-09-16t09:23:00.000,2024-09-16t09:23:00.000,2024-09-16t09:23:00.000,sgn,vvts,1,2024-09-16t10:50:00.000,2024-09-16t10:30:00.000,cambodia angkor air,k6,khv,3109,k63109,khv3109,vietnam airlines,vn,hvn,109,vn109,hvn109,,,,,,,,
departure,active,dad,vvdn,1,14.0,2024-09-16t09:10:00.000,2024-09-16t09:10:00.000,2024-09-16t09:23:00.000,2024-09-16t09:23:00.000,2024-09-16t09:23:00.000,sgn,vvts,1,2024-09-16t10:50:00.000,2024-09-16t10:30:00.000,vietnam airlines,vn,hvn,109,vn109,hvn109,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-09-16t09:20:00.000,,,,,sgn,vvts,1,2024-09-16t10:50:00.000,,vietravel airlines,vu,vag,673,vu673,vag673,,,,,,,,,,,,,,
departure,active,dad,vvdn,,40.0,2024-09-16t09:30:00.000,2024-09-16t10:10:00.000,,,,han,vvnb,t1,2024-09-16t11:00:00.000,,vietravel airlines,vu,vag,638,vu638,vag638,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,19.0,2024-09-16t09:35:00.000,2024-09-16t09:42:00.000,2024-09-16t09:53:00.000,2024-09-16t09:53:00.000,2024-09-16t09:53:00.000,dmk,vtbd,1,2024-09-16t11:15:00.000,2024-09-16t11:09:00.000,airasia,ak,axm,635,ak635,axm635,,,,,,,,,4,30,,,,
departure,active,dad,vvdn,2,6.0,2024-09-16t09:55:00.000,2024-09-16t09:55:00.000,2024-09-16t10:01:00.000,2024-09-16t10:01:00.000,2024-09-16t10:01:00.000,tpe,rctp,2,2024-09-16t13:50:00.000,2024-09-16t13:24:00.000,starlux,jx,sjx,702,jx702,sjx702,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,20.0,2024-09-16t10:15:00.000,2024-09-16t10:10:00.000,2024-09-16t10:34:00.000,2024-09-16t10:34:00.000,2024-09-16t10:34:00.000,sgn,vvts,1,2024-09-16t11:45:00.000,2024-09-16t11:37:00.000,cambodia angkor air,k6,khv,3115,k63115,khv3115,vietnam airlines,vn,hvn,115,vn115,hvn115,,,,,,,,
departure,active,dad,vvdn,1,20.0,2024-09-16t10:15:00.000,2024-09-16t10:10:00.000,2024-09-16t10:34:00.000,2024-09-16t10:34:00.000,2024-09-16t10:34:00.000,sgn,vvts,1,2024-09-16t11:45:00.000,2024-09-16t11:37:00.000,vietnam airlines,vn,hvn,115,vn115,hvn115,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,12.0,2024-09-16t10:25:00.000,2024-09-16t10:19:00.000,2024-09-16t10:36:00.000,2024-09-16t10:36:00.000,2024-09-16t10:36:00.000,han,vvnb,t1,2024-09-16t11:50:00.000,2024-09-16t11:43:00.000,vietnam airlines,vn,hvn,162,vn162,hvn162,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,19.0,2024-09-16t10:30:00.000,2024-09-16t10:30:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,sgn,vvts,1,2024-09-16t11:55:00.000,2024-09-16t11:50:00.000,,a1,a1,2625,a12625,a12625,vietjet air,vj,vjc,625,vj625,vjc625,,,,,,,,
departure,active,dad,vvdn,1,19.0,2024-09-16t10:30:00.000,2024-09-16t10:30:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,sgn,vvts,1,2024-09-16t11:55:00.000,2024-09-16t11:50:00.000,flexflight,w2,fxt,4625,w24625,fxt4625,vietjet air,vj,vjc,625,vj625,vjc625,,,,,,,,
departure,active,dad,vvdn,1,19.0,2024-09-16t10:30:00.000,2024-09-16t10:30:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,sgn,vvts,1,2024-09-16t11:55:00.000,2024-09-16t11:50:00.000,,h1,h1,4162,h14162,h14162,vietjet air,vj,vjc,625,vj625,vjc625,,,,,,,,
departure,active,dad,vvdn,1,19.0,2024-09-16t10:30:00.000,2024-09-16t10:30:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,2024-09-16t10:48:00.000,sgn,vvts,1,2024-09-16t11:55:00.000,2024-09-16t11:50:00.000,vietjet air,vj,vjc,625,vj625,vjc625,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,12.0,2024-09-16t10:35:00.000,2024-09-16t10:32:00.000,2024-09-16t10:46:00.000,2024-09-16t10:46:00.000,2024-09-16t10:46:00.000,hkg,vhhh,1,2024-09-16t13:30:00.000,2024-09-16t13:13:00.000,cathay pacific,cx,cpa,5553,cx5553,cpa5553,hong kong express,uo,hke,553,uo553,hke553,,,6,,,,,
departure,active,dad,vvdn,2,12.0,2024-09-16t10:35:00.000,2024-09-16t10:32:00.000,2024-09-16t10:46:00.000,2024-09-16t10:46:00.000,2024-09-16t10:46:00.000,hkg,vhhh,1,2024-09-16t13:30:00.000,2024-09-16t13:13:00.000,hong kong express,uo,hke,553,uo553,hke553,,,,,,,,,6,,,,,
departure,active,dad,vvdn,main,1.0,2024-09-16t10:40:00.000,2024-09-16t10:40:00.000,2024-09-16t10:41:00.000,2024-09-16t10:41:00.000,2024-09-16t10:41:00.000,bkk,vtbs,,2024-09-16t12:25:00.000,2024-09-16t11:58:00.000,vietjet air,vj,vjc,965,vj965,vjc965,,,,,,,,,7,,,,,
departure,active,dad,vvdn,1,14.0,2024-09-16t11:15:00.000,2024-09-16t11:13:00.000,2024-09-16t11:28:00.000,2024-09-16t11:28:00.000,2024-09-16t11:28:00.000,han,vvnb,t1,2024-09-16t12:40:00.000,2024-09-16t12:39:00.000,vietnam airlines,vn,hvn,166,vn166,hvn166,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,30.0,2024-09-16t11:20:00.000,2024-09-16t11:50:00.000,,,,kul,wmkk,2,2024-09-16t15:10:00.000,,airasia,ak,axm,643,ak643,axm643,,,,,,,,,,34,,,,
departure,active,dad,vvdn,1,17.0,2024-09-16t11:20:00.000,2024-09-16t11:15:00.000,2024-09-16t11:36:00.000,2024-09-16t11:36:00.000,2024-09-16t11:36:00.000,sgn,vvts,1,2024-09-16t12:50:00.000,2024-09-16t12:37:00.000,cambodia angkor air,k6,khv,3119,k63119,khv3119,vietnam airlines,vn,hvn,119,vn119,hvn119,,,,,,,,
departure,active,dad,vvdn,1,17.0,2024-09-16t11:20:00.000,2024-09-16t11:15:00.000,2024-09-16t11:36:00.000,2024-09-16t11:36:00.000,2024-09-16t11:36:00.000,sgn,vvts,1,2024-09-16t12:50:00.000,2024-09-16t12:37:00.000,vietnam airlines,vn,hvn,119,vn119,hvn119,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,45.0,2024-09-16t11:25:00.000,2024-09-16t12:10:00.000,,,,icn,rksi,1,2024-09-16t18:05:00.000,,,h1,h1,5899,h15899,h15899,t'way air,tw,twb,126,tw126,twb126,102,,8,9-12,,,,
departure,active,dad,vvdn,2,45.0,2024-09-16t11:25:00.000,2024-09-16t12:10:00.000,,,,icn,rksi,1,2024-09-16t18:05:00.000,,t'way air,tw,twb,126,tw126,twb126,,,,,,,102,,8,9-12,,,,
departure,active,dad,vvdn,1,,2024-09-16t11:55:00.000,,2024-09-16t11:51:00.000,2024-09-16t11:51:00.000,2024-09-16t11:51:00.000,sgn,vvts,1,2024-09-16t13:20:00.000,2024-09-16t12:53:00.000,bamboo airways,qh,bav,155,qh155,bav155,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,17.0,2024-09-16t11:55:00.000,2024-09-16t11:52:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,sin,wsss,2,2024-09-16t15:55:00.000,2024-09-16t15:36:00.000,air new zealand,nz,anz,3467,nz3467,anz3467,singapore airlines,sq,sia,171,sq171,sia171,e7,,32,,,,,
departure,active,dad,vvdn,2,17.0,2024-09-16t11:55:00.000,2024-09-16t11:52:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,sin,wsss,2,2024-09-16t15:55:00.000,2024-09-16t15:36:00.000,vistara,uk,vti,8171,uk8171,vti8171,singapore airlines,sq,sia,171,sq171,sia171,e7,,32,,,,,
departure,active,dad,vvdn,2,17.0,2024-09-16t11:55:00.000,2024-09-16t11:52:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,sin,wsss,2,2024-09-16t15:55:00.000,2024-09-16t15:36:00.000,virgin australia,va,voz,5485,va5485,voz5485,singapore airlines,sq,sia,171,sq171,sia171,e7,,32,,,,,
departure,active,dad,vvdn,2,17.0,2024-09-16t11:55:00.000,2024-09-16t11:52:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,2024-09-16t12:12:00.000,sin,wsss,2,2024-09-16t15:55:00.000,2024-09-16t15:36:00.000,singapore airlines,sq,sia,171,sq171,sia171,,,,,,,e7,,32,,,,,
departure,active,dad,vvdn,2,19.0,2024-09-16t12:00:00.000,2024-09-16t12:05:00.000,2024-09-16t12:18:00.000,2024-09-16t12:18:00.000,2024-09-16t12:18:00.000,dmk,vtbd,1,2024-09-16t13:45:00.000,2024-09-16t13:36:00.000,thai airasia,fd,aiq,637,fd637,aiq637,,,,,,,,,5,30,,,,
departure,active,dad,vvdn,1,29.0,2024-09-16t12:00:00.000,2024-09-16t12:12:00.000,2024-09-16t12:28:00.000,2024-09-16t12:28:00.000,2024-09-16t12:28:00.000,han,vvnb,t1,2024-09-16t13:25:00.000,2024-09-16t13:28:00.000,bamboo airways,qh,bav,104,qh104,bav104,,,,,,,,3.0,,,,,,
departure,active,dad,vvdn,1,29.0,2024-09-16t12:05:00.000,2024-09-16t12:22:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,han,vvnb,t1,2024-09-16t13:25:00.000,2024-09-16t13:32:00.000,jet linx aviation,jl,jtl,5770,jl5770,jtl5770,vietjet air,vj,vjc,512,vj512,vjc512,,8.0,,,,,,
departure,active,dad,vvdn,1,29.0,2024-09-16t12:05:00.000,2024-09-16t12:22:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,han,vvnb,t1,2024-09-16t13:25:00.000,2024-09-16t13:32:00.000,,a1,a1,2512,a12512,a12512,vietjet air,vj,vjc,512,vj512,vjc512,,8.0,,,,,,
departure,active,dad,vvdn,1,29.0,2024-09-16t12:05:00.000,2024-09-16t12:22:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,han,vvnb,t1,2024-09-16t13:25:00.000,2024-09-16t13:32:00.000,flexflight,w2,fxt,4512,w24512,fxt4512,vietjet air,vj,vjc,512,vj512,vjc512,,8.0,,,,,,
departure,active,dad,vvdn,1,29.0,2024-09-16t12:05:00.000,2024-09-16t12:22:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,han,vvnb,t1,2024-09-16t13:25:00.000,2024-09-16t13:32:00.000,,h1,h1,4072,h14072,h14072,vietjet air,vj,vjc,512,vj512,vjc512,,8.0,,,,,,
departure,active,dad,vvdn,1,29.0,2024-09-16t12:05:00.000,2024-09-16t12:22:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,2024-09-16t12:34:00.000,han,vvnb,t1,2024-09-16t13:25:00.000,2024-09-16t13:32:00.000,vietjet air,vj,vjc,512,vj512,vjc512,,,,,,,,8.0,,,,,,
departure,active,dad,vvdn,1,21.0,2024-09-16t12:40:00.000,2024-09-16t12:44:00.000,2024-09-16t13:01:00.000,2024-09-16t13:01:00.000,2024-09-16t13:01:00.000,sgn,vvts,1,2024-09-16t14:25:00.000,2024-09-16t14:06:00.000,cambodia angkor air,k6,khv,3123,k63123,khv3123,vietnam airlines,vn,hvn,123,vn123,hvn123,,,,,,,,
departure,active,dad,vvdn,1,21.0,2024-09-16t12:40:00.000,2024-09-16t12:44:00.000,2024-09-16t13:01:00.000,2024-09-16t13:01:00.000,2024-09-16t13:01:00.000,sgn,vvts,1,2024-09-16t14:25:00.000,2024-09-16t14:06:00.000,china airlines,ci,cal,8985,ci8985,cal8985,vietnam airlines,vn,hvn,123,vn123,hvn123,,,,,,,,
departure,active,dad,vvdn,1,21.0,2024-09-16t12:40:00.000,2024-09-16t12:44:00.000,2024-09-16t13:01:00.000,2024-09-16t13:01:00.000,2024-09-16t13:01:00.000,sgn,vvts,1,2024-09-16t14:25:00.000,2024-09-16t14:06:00.000,vietnam airlines,vn,hvn,123,vn123,hvn123,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,,,2024-09-16t12:50:00.000,,,,,kul,wmkk,1,2024-09-16t16:40:00.000,,turkish airlines,tk,thy,4779,tk4779,thy4779,malindo air,od,mxd,503,od503,mxd503,,,,,,,,
departure,unknown,dad,vvdn,,,2024-09-16t12:50:00.000,,,,,kul,wmkk,1,2024-09-16t16:40:00.000,,etihad airways,ey,etd,5606,ey5606,etd5606,malindo air,od,mxd,503,od503,mxd503,,,,,,,,
departure,unknown,dad,vvdn,,,2024-09-16t12:50:00.000,,,,,kul,wmkk,1,2024-09-16t16:40:00.000,,malindo air,od,mxd,503,od503,mxd503,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,9.0,2024-09-16t12:55:00.000,2024-09-16t12:50:00.000,2024-09-16t13:04:00.000,2024-09-16t13:04:00.000,2024-09-16t13:04:00.000,tpe,rctp,2,2024-09-16t16:45:00.000,2024-09-16t16:29:00.000,eva air,br,eva,384,br384,eva384,,,,,,,,,,1-8,,,,
departure,active,dad,vvdn,1,33.0,2024-09-16t12:55:00.000,2024-09-16t12:59:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,sgn,vvts,1,2024-09-16t14:15:00.000,2024-09-16t14:34:00.000,jet linx aviation,jl,jtl,5758,jl5758,jtl5758,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-09-16t12:55:00.000,2024-09-16t12:59:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,sgn,vvts,1,2024-09-16t14:15:00.000,2024-09-16t14:34:00.000,,a1,a1,2629,a12629,a12629,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-09-16t12:55:00.000,2024-09-16t12:59:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,sgn,vvts,1,2024-09-16t14:15:00.000,2024-09-16t14:34:00.000,flexflight,w2,fxt,4629,w24629,fxt4629,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-09-16t12:55:00.000,2024-09-16t12:59:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,sgn,vvts,1,2024-09-16t14:15:00.000,2024-09-16t14:34:00.000,,h1,h1,4226,h14226,h14226,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-09-16t12:55:00.000,2024-09-16t12:59:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,2024-09-16t13:28:00.000,sgn,vvts,1,2024-09-16t14:15:00.000,2024-09-16t14:34:00.000,vietjet air,vj,vjc,629,vj629,vjc629,,,,,,,,19.0,,,,,,
departure,active,dad,vvdn,2,5.0,2024-09-16t13:05:00.000,2024-09-16t12:55:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,sin,wsss,4,2024-09-16t16:55:00.000,2024-09-16t16:32:00.000,,a1,a1,2973,a12973,a12973,vietjet air,vj,vjc,973,vj973,vjc973,g9,,1,,,,,
departure,active,dad,vvdn,2,5.0,2024-09-16t13:05:00.000,2024-09-16t12:55:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,sin,wsss,4,2024-09-16t16:55:00.000,2024-09-16t16:32:00.000,flexflight,w2,fxt,4973,w24973,fxt4973,vietjet air,vj,vjc,973,vj973,vjc973,g9,,1,,,,,
departure,active,dad,vvdn,2,5.0,2024-09-16t13:05:00.000,2024-09-16t12:55:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,sin,wsss,4,2024-09-16t16:55:00.000,2024-09-16t16:32:00.000,,h1,h1,4148,h14148,h14148,vietjet air,vj,vjc,973,vj973,vjc973,g9,,1,,,,,
departure,active,dad,vvdn,2,5.0,2024-09-16t13:05:00.000,2024-09-16t12:55:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,2024-09-16t13:09:00.000,sin,wsss,4,2024-09-16t16:55:00.000,2024-09-16t16:32:00.000,vietjet air,vj,vjc,973,vj973,vjc973,,,,,,,g9,,1,,,,,
departure,active,dad,vvdn,main,,2024-09-16t13:15:00.000,2024-09-16t13:15:00.000,,,,bkk,vtbs,,2024-09-16t15:00:00.000,,vietjet air,vj,vjc,961,vj961,vjc961,,,,,,,,,7,,,,,
departure,active,dad,vvdn,1,27.0,2024-09-16t13:20:00.000,2024-09-16t13:20:00.000,2024-09-16t13:46:00.000,2024-09-16t13:46:00.000,2024-09-16t13:46:00.000,vca,vvct,,2024-09-16t14:50:00.000,2024-09-16t14:57:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,8.0,,,,,,
departure,active,dad,vvdn,1,27.0,2024-09-16t13:20:00.000,2024-09-16t13:20:00.000,2024-09-16t13:46:00.000,2024-09-16t13:46:00.000,2024-09-16t13:46:00.000,vca,vvct,,2024-09-16t14:50:00.000,2024-09-16t14:57:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,8.0,,,,,,
departure,active,dad,vvdn,1,27.0,2024-09-16t13:20:00.000,2024-09-16t13:20:00.000,2024-09-16t13:46:00.000,2024-09-16t13:46:00.000,2024-09-16t13:46:00.000,vca,vvct,,2024-09-16t14:50:00.000,2024-09-16t14:57:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,8.0,,,,,,
